TEXT,ODS
"The protection of children from all forms of violence is a fundamental right enshrined in the UN Convention on the Rights of the Child. The inclusion of a specific target (SDG 16.2) in the 2030 Agenda for Sustainable Development to end all forms of violence against children gives renewed impetus towards the realization of the right of every child to live free from fear neglect abuse and exploitation. Several other SDG targets address specific forms of violence and harm towards children such as child marriage and female genital mutilation (target 5.3) and the eradication of child labor including the recruitment and use of child soldiers (target 8.7).
To gain a better understanding of the nature extent and causes of violence against children and of measures designed to increase their protection the United Nations conducted a comprehensive study in 2006 with clear recommendations for action. The Secretary-General appointed a Special Representative on Violence against Children to monitor progress on implementation of the recommendations of the study and ensure its effective follow-up.
One billion children globally experience some form of emotional physical or sexual violence every year; and one child dies as a result of violence every five minutes. Although of epidemic proportions violence against children often remains hidden and socially condoned.
Violence against children knows no boundaries of culture class education income or ethnic origin. It takes place in institutions designed for their care and protection in schools online and also within the home. Most girls and boys who are exposed to violence live in isolation loneliness and fear and do not know where to turn for help especially when the perpetrator is someone close and on whom they depend for their protection and well-being. Younger children are especially at risk from violence as they are less able to speak up and seek support and it can cause irreversible damage to their development. Gender disability poverty or national or ethnic origin are some of the risk factors that can place children at high risk of violence.
Peer-on-peer violence by children is also a concern with studies showing that between 25-50 per cent of children have been victims of bullying. The growth in cyberbullying is equally troubling with its harmful messages spreading fast and far and fueled by perpetrators’ anonymity.
Violence has serious and long lasting consequences for its victims and can have a major impact on the health development and school performance of children. It also slows social progress by generating huge economic costs hindering sustainable development and eroding human capital. According to one study the global costs of violence against children could be as high as US$7 trillion per year.
Violence against children can be prevented and there has been real progress over recent years as highlighted by the 2013 Global Survey on Violence against Children and the Annual Reports of the Special Representative of the Secretary-General to the General Assembly.
In support of the 2030 Sustainable Development Agenda targets new partnerships and alliances are forming; new international standards on children’s protection from violence including trafficking sexual abuse and exploitation have been adopted; a large number of states have adopted a national comprehensive policy agenda on violence prevention and response and enacted legislation to prohibit physical mental and sexual violence and to safeguard the rights of child victims; information campaigns have raised awareness of the negative impact of violence on child development and of positive practices to prevent its occurrence; and children’s protection from bullying domestic violence sexual violence and harmful practices are being tackled through new global initiatives. There is also increased investment in generating sound evidence on the scale and nature of violence against children and on effective strategies to prevent it and in promoting and monitoring progress towards its elimination.
The 2030 Agenda for Sustainable Development presents us with an historic opportunity to place the protection of children at the heart of the policy actions of every nation and to build a world where all children everywhere enjoy freedom from fear and from violence in all its forms.
2019 represents a strategic milestone in this journey. Firstly the High-Level Political Forum (HLPF) in July will assess progress on the implementation of the SDGs under the theme ‘empowering people and ensuring inclusiveness and equality’ and will review the targets related to violence against children under Goal 16 as well as those under Goals 4 (education) and 8 (decent work and economic growth). Secondly in September World leaders will gather under the first General Assembly Summit to review progress made in the implementation of the entire 2030 Agenda providing high-level political guidance for the second phase of implementation of the 2030 Agenda. Thirdly in November the UN General Assembly will commemorate the 30th anniversary of the adoption of the UN Convention on the Rights of the Child (CRC) the most widely ratified UN treaty. 2019 also marks the 10th anniversary of the mandate of the Special Representative of the UN Secretary-General on Violence against Children. 2019 therefore provides an important opportunity to gain a comprehensive picture of how far we have come in ensuring children’s safety and protection; what gaps remain and how to best accelerate progress to end all violence against children by 2030.
For more information and documents on this topicplease visit this link",ODS16
"

The achievement of the 2030 Agenda for Sustainable Development and the Sustainable Development Goals require all hands on deck. It require different sectors and actors working together in an integrated manner by pooling financial resources knowledge and expertise. In our new development era with 17 intertwined Sustainable Development Goals and 169 associated targets as a blue-print for achieving the sustainable Future We Want cross sectorial and innovative multi-stakeholder partnerships will play a crucial role for getting us to where we need by the year 2030.
Partnerships for sustainable development are multi-stakeholder initiatives voluntarily undertaken by Governments intergovernmental organizations major groups and others stakeholders which efforts are contributing to the implementation of inter-governmentally agreed development goals and commitments as included in Agenda 21 the Johannesburg Plan of Implementation the Millennium Declaration the outcome document of the United Nations Conference on Sustainable Development (Rio+20) entitled “The Future We Want” the Third International Conference on Small island Developing States and the 2030 Agenda for Sustainable Development.
Sustainable Development Goal 17 which reads “Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development” recognizes multi-stakeholder partnerships as important vehicles for mobilizing and sharing knowledge expertise technologies and financial resources to support the achievement of the sustainable development goals in all countries particularly developing countries. Goal 17 further seek to encourage and promote effective public public-private and civil society partnerships building on the experience and resourcing strategies of partnerships.
Our work
The Division for SDGs supports facilitates and monitors multi-stakeholder partnerships and voluntary commitments forged in support of sustainable development and the SDGs. announced at various international sustainable development conferences.
The Division also maintains the Partnerships for SDGs online platform – a global registry of commitments and multi-stakeholder partnerships made through various UN conferences in support of the Sustainable Development Goals (SDGs). These include the SDG Summit (2019) the UN Ocean Conferences (2017 and 2021) the Small Island Developing States (SIDS) Conference (2014) and the Rio+20 Conference (2012) among others.
Following the 2014 Third International Conference the Small Island Developing States (SIDS)Partnership Framework was established by the General Assembly with the purpose of monitoring progress of existing and stimulating the launch of new genuine and durable partnerships for the sustainable development of SIDS. The Division in collaboration with OHRLLS is the supporting Secretariat to the framework.
In collaboration with several partners In 2019 the Division launched in collaboration with partners the 2030 Agenda Partnership Accelerator to help accelerate and scale up effective partnerships to advance the SDGs. The initiative provides research on effective partnership practices and capacity development of relevant stakeholders to develop and implement partnerships to advance the SDGs. A particular focus of the Partnership Accelerator is to support developing countries in forging new partnerships to advance the SDGs by strengthening collaboration between stakeholders and sectors at the national level.




2030 Agenda Partnership Accelerator
Accelerating effective partnerships in support of the Sustainable Development Goals
Read more



SIDS Partnerships Awards
Recognising and rewarding the efforts of the best and most noteworthy genuine and durable partnerships in the implementation of the sustainable development priorities of SIDS
Read more



SDG Partnership Guidebook
A practical guide to building high-impact multi-stakeholder partnerships for the SDGs
Read more



",ODS17
"The 2030 Agenda for Sustainable Development describes in paragraph 70 the composition and task of the Technology Facilitation Mechanism established by the Addis Ababa Action Agenda and aimed at supporting the Sustainable Development Goals. More specifically paragraph 70 of the 2030 Agenda reads:  “the Technology Facilitation Mechanism will be based on a multi-stakeholder collaboration between Member States civil society private sector scientific community United Nations entities and other stakeholders and will be composed of: a United Nations Interagency Task Team on Science Technology and Innovation for the SDGs a collaborative Multistakeholder Forum on Science Technology and Innovation for the SDGs and an on-line platform.”
Sustainable Development Goals Targets 17.6 and 17.8 respectively aim to “Enhance North-South South-South and triangular regional and international cooperation on and access to science technology and innovation and enhance knowledge sharing on mutually agreed terms including through improved coordination among existing mechanisms in particular at the United Nations level and through a global technology facilitation mechanism“ and to “fully operationalize the technology bank and science technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology in particular information and communications technology”.
Prior to the 2030 Agenda the Rio+20 outcome document The Future We Want called for a Global Sustainable Development Report to bring together dispersed information and existing assessments and to strengthen the science–policy interface at the High-level Political Forum on sustainable development (HLPF) through Paragraph 85.k.
As recalled by the Prototype Global Sustainable Report published in 2014 the United Nations Secretary-General tasked following Rio+20 the Division for Sustainable Development of the Department of Economic and Social Affairs to undertake “in-depth analysis and evaluation of trends and scientific analysis in the implementation of sustainable development including lessons learned best practices and new challenges and cross-sectoral analysis of sustainable development issues”.
On that occasion it was decided to produce a “prototype” report to facilitate dialogue between scientists and decision-makers and to establish for this purpose a United Nations system task team.
Decisions related to science were also taken by the World Summit on Sustainable Development held in 2002 by the Commission on Sustainable Development at its third (1995) fifth (1997) and sixth (1998) sessions and by the United Nations General Assembly at its Special Session to review the implementation of Agenda 21 (1997).
The Plan of Implementation adopted by WSSD underlined the importance of science-based decision-making inter alia by: integrating scientists' advice into decision-making bodies; partnerships between scientific public and private institutions; improved collaboration between natural and social scientists and establishing regular channels for requesting and receiving advice between scientists and policy makers; making greater use of integrated scientific assessments risk assessments and interdisciplinary and intersectoral approaches; increasing the beneficial use of local and indigenous knowledge. Strengthening and creating centres for sustainable development in developing countries were encouraged as well as networking with and between centres of scientific excellence and between science and education for sustainable development. Tools for science-based decision-making and sharing of knowledge and experiences to be promoted include: information and communication technologies ground-based observations satellite technologies and national statistical services capable of providing sound data assessment models accurate databases and integrated information systems. The Plan also urged support for publicly funded research and development entities to engage in strategic alliances for the purpose of enhancing research and development.
The special session of the General Assembly held in June 1997 to review progress five years after UNCED stressed the need for authoritative scientific evidence for assessing environmental conditions and changes which would facilitate international consensus-building. Scientific cooperation was to be promoted across disciplines for that purpose and building scientific and technological capacity in developing countries was extremely important in that regard.
Science for sustainable development is the focus of Chapter 35 of Agenda 21. It calls for:
strengthening the scientific basis for sustainable management;
enhancing scientific understanding;
improving long-term scientific assessment; and
building up scientific capacity and capability.
",ODS17
"Trade and Sustainable Development is addressed in Chapter 2 of Agenda 21 and in Chapter V and Chapter X of the Johannesburg Plan of Implementation.
Trade liberalisation and globalisation can have both positive and negative effects on sustainable development. There is a continued need to support efforts by developing countries to integrate themselves into and derive benefits from the multilateral trading system. At the same time attention also must be given to enhancing the contribution of the multilateral trading system to sustainable development.
A supportive international economic environment is crucial. Agenda 21 calls for a supportive international climate for achieving environment and development goals by:
promoting sustainable development through trade liberalisation;
making trade and environment mutually supportive;
providing adequate financial resources to developing countries dealing with international debt; and
encouraging macroeconomic policies conducive to environment and development.
Trade and sustainable development were discussed at the first second third fourth and fifth session of the Commission. Within the framework of the Commission's multi-year programme of work this issue was again discussed at the eighth session together with economic growth and investment as one of the major cross-sectoral themes.
The outcome of the Rio+20 (https://sustainabledevelopment.un.org/rio20.html) and the 2030 Agenda for Sustainable Development (https://sustainabledevelopment.un.org/post2015/transformingourworld) recognize that international trade plays a fundamental role in promoting sustained inclusive and sustainable economic growth creating jobs raising incomes and enhancing welfare of peoples.
The 2030 Agenda for Sustainable Development defines international trade as “an engine for inclusive economic growth and poverty reduction [that] contributes to the promotion of sustainable development”. The adoption of Agenda 2030 commits UN member states to continue to promote “meaningful” trade liberalization over the next 15 years to help maximize the contribution of trade to the success of the sustainable development agenda. In this context international trade is expected to play its role as a means of implementation for the achievement of the SDGs.
As major institutional stakeholders on trade and the SDGs issues UNCTAD  WTO and  International Trade Center monitor trends analyze policy and build analytical capacity for making international trade an engine for sustainable development.
For more information and documents on this topicplease visit this link",ODS17
"Our approach to capacity development
The Division’s capacity development activities advance the implementation of the2030 Agenda for Sustainable Development theSAMOA Pathwayand other internationally agreed development goals guided by the outcomes of United Nations intergovernmental bodies on the three pillars of sustainable development – social economic and environmental.
Capacity building activities are also aimed at strengthening and maintaining the capabilities of states and societies to design and implement strategies that minimize the negative impacts of current social economic and environmental crises and emerging challenges. As a cross-cutting entry point capacity building activities promote the integration of the 2030 Agenda and the SDGs into national sustainable development planning frameworks sharing lessons learned and good practices through workshops and related events.
The Division’s activities also connect the 2030 Agenda and other internationally agreed development goals with selected sectoral areas among them sustainableenergywater and sanitationoceans and blue economyregions and citiesdisaster riskreductionscience and technologyand promotion of micro- small and medium-sized enterprises (MSMEs). Activities seek to promote cross-cutting approaches and value of stakeholder engagement in planning and decision-making.
Demand-driven capacity development activities are delivered in conjunction with partners including our two project officesaway from the Headquarters (UNOSDandUNCRD)as well as UN regional commissions other UN entities and UN resident coordinators’ offices. Target countries include those interested in follow-up to their Voluntary National Reviews as well as countries in special situations especially LDCs and SIDS.Activities are funded from the Regular Programme for Technical Cooperation (RPTC)Development Accountand various extra-budgetary sources including the 2030 Agenda for Sustainable Development Sub-Fund of theUnited Nations Peace and Development Trust Fund.
TheRPTC which complements other funding sources allows a fast and flexible response to requests of Member States for short-term assistance to meet small-scale capacity development-related challenges.



The 2030 Agenda and capacity-building
The 2030 Agenda recognizes that capacity-building forms part of the means of implementation for the SDGs (paragraph 41). Each SDG contains targets relating to means of implementation including capacity- building. Moreover SDG 17 which covers means of implementation and the global partnership for sustainable development contains target 17.9which aims to: Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the sustainable development goals including through North-South South-South and triangular cooperation”.

Capacity building for 2030 Agenda implementing – what we do


Support governments and stakeholders to strengthen the contribution ofmicro- small and medium-sized enterprises (MSMEs)to the achievement of the 2030 Agenda and the SDGs etc.


Strengthen the capacity ofSIDSto achieve Agenda 2030 and theSAMOA Pathway.


Strengthen the capacity of countries to integrate the 2030 Agenda and the SDGs into national development plans and sustainable development strategies. Use is made of practical tools and peer learning to facilitate implementation.

Promotemulti-stakeholder and participatory approachesthrough the provision of both workshops and online training courses.
Supportgovernments and stakeholders to monitor and developeffective partnerships for the SDGs.
Countries interested in capacity development support are invited to visit ourcontact formand select Capacitydevelopment support under the category of yourmessage.

Capacity-building: Historical context
Capacity-building has long been recognized as one of the means of implementation for the achievement of sustainable development. This is reflected in the outcome documents and action plans adopted by major international conferences on sustainable development.Agenda 21 adopted at the 1992 United Nations Conference on Environment and Development addresses capacity-building in its Chapter 37. Decisions relating to capacity-building were taken by the United Nations Commission on Sustainable Development at itsfourth(1996)fifth(1997) andsixth(1998) sessions and by the United Nations General Assembly at itsSpecial Session to review the implementation of Agenda 21(1997). TheJohannesburg Plan of Implementation (JPOI) adopted at the 2002 World Summit on Sustainable Development also recognized the importance of capacity-building for the achievement of sustainable development. Similarly the outcome document of the Rio +20 Conference theFuture We Want emphasized the need for enhanced capacity-building for sustainable-development and for the strengthening of technical and scientific cooperation. In the context of small island developing states capacity- building is also recognized as a key issue in the 2014SAMOA Pathwayfor a wide range of areas such as climate change sustainable energy ocean sustainability management of chemicals and waste as well as financing.",ODS17
"Our approach to capacity development
The Division’s capacity development activities advance the implementation of the2030 Agenda for Sustainable Development theSAMOA Pathwayand other internationally agreed development goals guided by the outcomes of United Nations intergovernmental bodies on the three pillars of sustainable development – social economic and environmental.
Capacity building activities are also aimed at strengthening and maintaining the capabilities of states and societies to design and implement strategies that minimize the negative impacts of current social economic and environmental crises and emerging challenges. As a cross-cutting entry point capacity building activities promote the integration of the 2030 Agenda and the SDGs into national sustainable development planning frameworks sharing lessons learned and good practices through workshops and related events.
The Division’s activities also connect the 2030 Agenda and other internationally agreed development goals with selected sectoral areas among them sustainableenergywater and sanitationoceans and blue economyregions and citiesdisaster riskreductionscience and technologyand promotion of micro- small and medium-sized enterprises (MSMEs). Activities seek to promote cross-cutting approaches and value of stakeholder engagement in planning and decision-making.
Demand-driven capacity development activities are delivered in conjunction with partners including our two project officesaway from the Headquarters (UNOSDandUNCRD)as well as UN regional commissions other UN entities and UN resident coordinators’ offices. Target countries include those interested in follow-up to their Voluntary National Reviews as well as countries in special situations especially LDCs and SIDS.Activities are funded from the Regular Programme for Technical Cooperation (RPTC) Development Account and various extra-budgetary sources including the 2030 Agenda for Sustainable Development Sub-Fund of the United Nations Peace and Development Trust Fund.
The RPTC which complements other funding sources allows a fast and flexible response to requests of Member States for short-term assistance to meet small-scale capacity development-related challenges.
 
 
 
The 2030 Agenda and capacity-building
The 2030 Agenda recognizes that capacity-building forms part of the means of implementation for the SDGs (paragraph 41). Each SDG contains targets relating to means of implementation including capacity- building. Moreover SDG 17 which covers means of implementation and the global partnership for sustainable development contains target 17.9which aims to: Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the sustainable development goals including through North-South South-South and triangular cooperation”.

Capacity building for 2030 Agenda implementing – what we do
 

 
Support governments and stakeholders to strengthen the contribution of micro- small and medium-sized enterprises (MSMEs) to the achievement of the 2030 Agenda and the SDGs etc.


Strengthen the capacity of SIDS to achieve Agenda 2030 and theSAMOA Pathway.


Strengthen the capacity of countries to integrate the 2030 Agenda and the SDGs into national development plans and sustainable development strategies. Use is made of practical tools and peer learning to facilitate implementation.

Promote multi-stakeholder and participatory approaches through the provision of both workshops and online training courses.
Supportgovernments and stakeholders to monitor and develop effective partnerships for the SDGs.

Countries interested in capacity development support are invited to visit our contact form and select Capacitydevelopment support under the category of yourmessage.

Capacity-building: Historical context
Capacity-building has long been recognized as one of the means of implementation for the achievement of sustainable development. This is reflected in the outcome documents and action plans adopted by major international conferences on sustainable development. Agenda 21 adopted at the 1992 United Nations Conference on Environment and Development addresses capacity-building in its Chapter 37. Decisions relating to capacity-building were taken by the United Nations Commission on Sustainable Development at its fourth (1996) fifth (1997) and sixth (1998) sessions and by the United Nations General Assembly at its Special Session to review the implementation of Agenda 21 (1997). The Johannesburg Plan of Implementation (JPOI) adopted at the 2002 World Summit on Sustainable Development also recognized the importance of capacity-building for the achievement of sustainable development. Similarly the outcome document of the Rio +20 Conference the Future We Want emphasized the need for enhanced capacity-building for sustainable-development and for the strengthening of technical and scientific cooperation. In the context of small island developing states capacity- building is also recognized as a key issue in the 2014 SAMOA Pathwayfor a wide range of areas such as climate change sustainable energy ocean sustainability management of chemicals and waste as well as financing.
",ODS17
"The 2030 Agenda for Sustainable Development states that the Sustainable Development Gaols (SDGs) are integrated and indivisible and balance the three dimensions of sustainable development (economic social and environmental). The interlinkages and integrated nature of the SDGs are of crucial importance in ensuring that the purpose of the new Agenda is realised. Accordingly the integrated and interlinked nature of the SDGs needs to inform and guide their mainstreaming into national planning frameworks in the form of national development plans or sustainable development strategies. The transformational vision of the 2030 Agenda depends on such an integrated approach which involves identifying possible synergies and trade-offs between SDGs and their associated targets as well as developing context specific integrated approaches to ensure effective implementation.
The 2019 SDG Summit called on countries to “mainstream the 2030 Agenda into our national planning instruments policies strategies and financial frameworks”. The voluntary national reviews (VNRs) and other sources provide examples of approaches taken by countries to integrate the 2030 agenda into national plans and strategies. Countries are also integrating regional and continental agendas into their plans for instance the 2063 Agenda of the African Union. The SDGs are also being incorporated into plans and review processes at the sub-national as evidenced by the voluntary local reviews.
The integration of the SDGs – and sustainable development more broadly – builds on the experience with National Sustainable Development Strategies (NSDS) which were included in 1992 in Agenda 21 (§ 8.7). Here countries were called upon to integrate economic social and environmental objectives into one strategically focused blueprint for action at the national level. The NSDS “should be developed through the widest possible participation”. And it “should be based on a thorough assessment of the current situation and initiatives”.
As seen at the Voluntary National Reviews at the High Level Political Forum on Sustainable Development issues such as country ownership and strong political commitment the integration of economic social and environmental objectives across sectors territories and generations; broad participation and effective partnerships the development of capacity and enabling environment as well as the mobilization of means of implementations remain at the centre of policy debates at all levels.
More on NSDS
In the Programme for the Future Implementation of Agenda 21 adopted at the 19th Special Session of the General Assembly (23-28 June 1997) member States reaffirmed the importance of NSDS and set a target of 2002 for the formulation and elaboration of NSDS that reflect the contributions and responsibilities of all interested parties.
However by 2002 based on national reports received from governments only about 85 countries had developed some form of national strategies and the nature and effectiveness of these strategies varied considerably from country to country. The Johannesburg Plan of Implementation (JPOI) adopted at the 2002 World Summit on Sustainable Development (WSSD) through paragraph 162 b recommitted member States to “take immediate steps to make progress in the formulation and elaboration of national strategies for sustainable development and to begin their implementation by 2005.”
During the preparatory process for the 2002 WSSD the International Forum on NSDS was held in Accra Ghana in 2001 which led to the launch of the Guidance in Preparing a National Sustainable Development Strategy. It defined National Sustainable Development Strategy (NSDS) as “a coordinated participatory and iterative process of thoughts and actions to achieve economic environmental and social objectives in a balanced and integrative manner”. Most importantly NSDS is a call for an institutional change. It aims at a transition from the traditional static putting-a-plan-on-paper exercise towards the establishment of an adaptive system that can continuously improve. It should be a process which “encompasses situation analysis formulation of policies and action plans implementation monitoring and regular review. It is a cyclical and interactive process of planning participation and action in which the emphasis is on managing progress towards sustainability goals rather than producing a ‘plan’ as an end product.”
Every country needs to determine for itself how best to approach the preparation and implementation of its national sustainable development strategy depending upon the prevailing political historical cultural ecological circumstances. A blueprint approach for national sustainable development strategies is neither possible nor desirable. The particular label applied to a national sustainable development strategy is not important as long as the underlying principles characterizing a national sustainable development strategy are adhered to and that economic social and environmental objectives are balanced and integrated.
Today there is an increased interest in national development planning and for many countries their national plan or strategy - even if not labelled as an NSDS - is the chief means for incorporating the 2030 Agenda and its 17 SDGs into the national policy framework.
",ODS17
"Finance for sustainable development is the subject of Chapter 33 of Agenda 21 and Chapter X of the Johannesburg Plan of Implementation.
Decisions on finance for sustainable development were taken by the Commission at its second third fourth sixth and eighth sessions and by the General Assembly at its nineteenth Special Session [Earth Summit + 5] in its Resolution S/19-2 on the Programme for the Future Implementation of Agenda 21. All decisions of the CSD after the World Summit on Sustainable Development in 2002 had a section on finance in connection with the themes considered in those sessions (excluding CSD’s 11th session which defined the programme of work of the Commission).
Financing was addressed in paragraphs 253 to 268 of the outcome of the UN Conference on Sustainable Development (20 - 22 June 2012) “The Future We Want”. Member States recognized “the need for significant mobilization of resources from a variety of sources and the effective use of financing in order to give strong support to developing countries in their efforts to promote sustainable development including through actions undertaken in accordance with the outcome of the United Nations Conference on Sustainable Development and for achieving sustainable development goals”.
The conference established an intergovernmental committee of experts and tasked it to prepare “a report proposing options on an effective sustainable development financing strategy to facilitate the mobilization of resources and their effective use in achieving sustainable development objectives”. The committee delivered its report in August 2014. The report informed the negotiations on the third international conference on financing for development held in July 2015 in Addis Ababa.
Financing is addressed in the 2030 Agenda for sustainable development as part of the means of implementation under each of SDG 1-16 and under SDG 17. Paragraph 40 of the Summit outcome document “Transforming our world: the 2030 Agenda for Sustainable Development” specifies the relationship between the actions and policies agreed in Addis Ababa and the 2030 Agenda for sustainable development and reads “The means of implementation targets under Goal 17 and under each Sustainable Development Goal are key to realizing our Agenda and are of equal importance with the other Goals and targets. The Agenda including the Sustainable Development Goals can be met within the framework of a revitalized Global Partnership for Sustainable Development supported by the concrete policies and actions as outlined in the outcome document of the Third International Conference on Financing for Development held in Addis Ababa from 13 to 16 July 2015. We welcome the endorsement by the General Assembly of the Addis Ababa Action Agenda which is an integral part of the 2030 Agenda for Sustainable Development. We recognize that the full implementation of the Addis Ababa Action Agenda is critical for the realization of the Sustainable Development Goals and targets”.
The newly established annual FfD Forum represents an important step forward in reinvigorating and strengthening the United Nations FfD follow-up process. The FfD Forum was established in accordance with paragraph 132 of the 2015 Addis Ababa Action Agenda recognizing the need for a dedicated follow-up and review of the financing for development outcomes as well as the means of implementation of the 2030 Agenda for Sustainable Development. The FfD Forum is held annually at the United Nations Headquarters in New York with universal intergovernmental participation. It results in intergovernmentally agreed conclusions and recommendations that are fed into the overall follow-up and review of the implementation of the 2030 Agenda for Sustainable Development in the High Level Political Forum (HLPF) on Sustainable Development.
The First Economic and Social Council (ECOSOC) forum on financing for development follow-up (FfD forum) was held from 18 to 20 April 2016 in New York.
The Second Economic and Social Council (ECOSOC) forum on financing for development follow-up (FfD forum) was held from 22 to 25 May 2017 in New York.
The Third Economic and Social Council (ECOSOC) forum on financing for development follow-up (FfD forum) was held from 23 to 26 April 2018 in New York.",ODS17
"Indicators in the Transforming Our World - The 2030 Agenda for Sustainable Development
As stated in paragraph 75 of Transforming our World: The 2030 Agenda for Sustainable Development “the Goals and targets will be followed-up and reviewed using a set of global indicators. These will be complemented by indicators at the regional and national levels which will be developed by member states in addition to the outcomes of work undertaken for the development of the baselines for those targets where national and global baseline data does not yet exist”.
In order to identify a global indicator framework for the goals and targets the United Nations Statistical Commission gathered in March 2015 at its 46th Session and established an Inter-Agency Expert Group (IAEG) on SDG Indicators whose composition reflects equitable regional representation.
The group aims at ensuring technical expertise and assistance for the implementation of the indicators once approved and will be in charge of monitoring the use of harmonized and agreed indicators definitions as well as of reviewing methodological process and issues related to the indicators and their metadata.
In this context UN DESA's Statistics Division is organising the second meeting of the Inter-agency and Expert Group on Sustainable Development Goal Indicators (IAEG-SDGs) to be held on 26-28 October 2015 at the United Nations Conference Center in Bangkok Thailand and hosted by the United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP). On this occasion the list of possible global indicators will be reviewed in detail whereas the global indicator framework together with the work plan and the next steps to be followed will be further discussed..
The proposal for Global Indicator Framework will be submitted for consideration by the Statistical Commission at its 47th Session in March 2016 and adopted thereafter by the Economic and Social Council and the General Assembly in line with existing mandates.
Agenda 21
Chapter 40 of Agenda 21 called on countries and the international community to develop indicators of sustainable development. Such indicators were needed to increase focus on sustainable development and assist decision-makers at all levels to adopt sound national sustainable development policies.
Johannesburg Plan of Implementation & CSD-11 CSD-13
The Johannesburg Plan of Implementation in its Chapter X and the Commission on Sustainable Development (CSD) at its 11th and 13th sessions encouraged further work on indicators for sustainable development by countries in line with their specific conditions and priorities. CSD-13 invited the international community to support efforts of developing countries in this regard.
Guidelines on Indicators & their Detailed Methodology Sheets
The third revised set of CSD indicators was finalized in 2006 by a group of experts from developing and developed countries and international organizations. The revised edition contained 96 indicators including a subset of 50 core indicators. The guidelines on indicators and their detailed methodology sheets became available as a reference for all countries to develop national indicators of sustainable development. The CSD indicator set was based on the previous two (1996 and 2001) editions which had been developed improved and extensively tested as part of the implementation of the Work Programme on Indicators of Sustainable Development adopted by the CSD at its third session in 1995 and presented to the CSD in 2001.
",ODS17
"The Barbados Programme of Action (BPOA) adopted in 1994 further complemented by The Mauritius Strategy of Implementation (MSI) of 2005 and MSI+5 Outcome document recognized that although they are afflicted by economic difficulties and confronted by development imperatives similar to those of developing countries generally small island developing States (SIDS) have their own peculiar vulnerabilities and characteristics. SIDS’ unique and particular vulnerabilities are highlighted in “The Future We Want” adopted at The United Nations Conference on Sustainable Development (also known as Rio+20) that took place in Rio de Janeiro Brazil in June 2012 - their small size remoteness narrow resource and export base and exposure to global environmental challenges and external economic shocks including to a large range of impacts from climate change and potentially more frequent and intense natural disasters (para 178). SIDS continue to address those structural and external challenges to achieve their sustainable development.
The Third International Conference on SIDS was held in Apia Samoa in September 2014 with the overarching theme of “The sustainable development of small island developing States through genuine and durable partnerships”. Nearly 300 partnerships were announced at the conference and monitored through the Partnership Platform. The SIDS Accelerated Modalities of Action (SAMOA) Pathway (Samoa Pathway) adopted at the Conference addresses priority areas for SIDS and calls for urgent actions and support for SIDS’ efforts to achieve their sustainable development.
UN-DESA  leads inter-agency coordination within the United Nations system through the Executive Committee of Economic and Social Affairs Plus (ECESA Plus) and among UN and non-UN entities active on SIDS issues through the Inter-Agency Consultative Group (IACG) on SIDS to monitor the implementation of the BPOA MSI and the Samoa Pathway as well as the progress being made in the SIDS partnerships. Moreover UN-DESA and particularly the SIDS Unit provides technical assistance and advice supports intergovernmental processes and reports on progress made in the implementation of the BPOA MSI and the Samoa Pathway.
For more information and documents on this topicplease visit this link
",ODS17
"Technology science and capacity building are major pillars of the Means of Implementation of the Post-2015 Agenda and of the Rio+20 follow-up processes. The research development deployment and widespread diffusion of environmentally sound technologies in the context of a Green Economy is also closely linked to other core elements and means of implementation including innovation business opportunities and development trade of environmental goods and services finance and investment and institutional capabilities.
In order to eradicate poverty and reorient current unsustainable development trajectories over the period 2015 to 2030 affordable technological solutions have to be developed and disseminated widely in the next fifteen years. The Means of Implementation of the Post-2015 Development Agenda and the Addis Ababa Action Agenda could nevertheless provide an opportunity to address some of the gaps hindering the facilitation and transfer of these technologies.
In 2012 the UN Conference on Sustainable Development (“Rio+20”) called for identifying technology facilitation mechanism. The Addis Ababa Action Agenda in its paragraph 123 decided to establish a technology facilitation mechanism. The mechanism will be launched at the United Nations summit for the adoption of the post-2015 development agenda in order to support the sustainable development goals.
For more information and documents on this topicplease visit this link",ODS17
